artist_id,artist_albums,artist_fans
1599767,3,67
7366950,1,20
1075494,0,9
289068,5,131
1599799,11,2441
289082,7,2584
289085,21,178
289092,3,3
289096,69,309
9464136,1,10
289098,1,200
289099,29,12007
289100,0,34
4483408,3,1484
551257,1,81
289118,9,36
5532001,0,22
8939874,1,59
8415588,0,23
1075559,6,6
5532008,3,5
1075569,14,442
10512763,0,1
4221310,0,0
10774910,5,1150
289155,5,574
289156,6,793
289158,0,1776
1075596,2,128
10774926,1,59
1599921,7,38
8677814,1,313
4745654,1,23
10774968,6,3959
289211,9,29
8153532,0,3330
1599933,2,31
10774974,2,25
8153534,1,6
4221381,1,1107
7891404,8,5
813520,1,7
5269973,6,213
7891416,1,3
7367142,2,37
289259,127,4584
5532141,11,327
289262,9,223
4221422,2,34
289265,28,27
289267,3,352
289270,21,36608
289273,11,1615
10775034,5,71
3959291,1,656
1600000,4,1357
2910721,3,3826
11037184,1,0
813573,8,3075
9726482,7,60
813590,9,1985
551472,2,700
289330,0,45
1075770,24,4318
289340,0,15
289345,9,136387
289346,6,7460
289348,2,1647
289349,7,2332
289354,0,68
551500,22,527
289360,2,889
813648,56,529
7367252,8,1
289364,0,391
7367254,0,295
289365,1,89
8677980,2,28
551524,63,28675
5794424,5,20796
2124411,1,10937
5270147,2,816
7367310,3,26
3697301,4,2571
289433,1,82
5532315,16,14225
289438,6,4337
289445,19,1215
813746,2,980
813747,19,336
3697341,2,1112
5270207,500,499
5532364,1,195
5532365,0,0
6056678,1,167
1075944,10,362
2648811,118,624
813805,30,3637
7367412,1,3162
4221686,7,46
8940284,21,750
3173121,6,4
5270274,0,63
289543,69,17367
1075986,9,1
3697431,0,26
1600286,22,8353
4221732,0,16
9988906,2,0
289584,6,1393
8153904,6,66
3697461,0,558
289589,0,199
5270328,1,199
4221753,0,4
289600,11,1438
289604,6,1639
5270347,20,2483
5532493,1,129
289622,0,7
1076059,32,631
289628,3,756
289629,19,24364
289630,8,3151
1338208,1,1
289637,16,265
3697511,0,463
289640,1,7
289641,1,63
289642,5,1889
1338217,6,20
551807,3,3451
5270404,1,26
289670,0,3408
289678,2,21
8940436,3,86
289694,0,3303
1600423,1,24
289705,0,434
1076141,2,1773
1338285,1,4
4484015,0,480
1600435,15,6145
9202612,11,591
6843333,12,20
2386891,1,192
289744,0,18
7891926,3,2
4746199,12,159186
5794776,0,0
7891940,8,506
289768,15,8176
551914,2,581
1338346,3,23114
3173361,11,304
289781,4,1314
551942,8,0
289809,3,615
5532696,2,696
4746265,2,625
289817,0,0
289818,15,78
4484120,0,24
4221985,0,282
3697701,7,45718
289831,0,8457
4484137,0,687
289836,2,1289
4484142,0,29
4484145,0,35
4484151,0,331
289855,3,83
5532736,8,83
289857,0,58
1338432,1,204
289861,6,136
289864,6,305
6057032,4,60
1338441,4,5
289867,1,8
1338445,13,93
4484178,4,3059
289877,21,998
5532758,62,309
289878,3,20
1862741,5,420
6581343,7,1775
289896,13,773
289901,5,362
4746353,6,339
289907,4,338
4746363,8,522
5270657,2,2
266037,0,59
2649231,34,1768
9989274,1,41
7629978,8,29
5270684,6,65
1600681,9,3646
289979,2,252
8940732,10,43
4222143,0,1173
3960001,0,1
1338562,172,721
9989322,2,124
8940752,1,79
2649301,1,308
6843605,0,0
5008612,4,180
1600745,5,7
1338605,60,455
5270776,2,30
1338623,8,168224
5008640,3,5390
1600773,0,1
7630090,13,87
5270795,3,3339
4484383,0,13
10251552,2,165
290090,1,1290
5532974,20,43
1600816,7,18356
290105,4,639
5008708,4,319
6843717,3,146
4484422,0,3
5008711,23,2504
6057306,2,371
3698021,2,144
1076600,3,285
814462,1,121
7630206,3,5057
5008767,10,117
5008766,3,889
290191,3,3
1600915,0,4817
5795233,5,401
4484514,25,21738
1338787,0,3691
1600932,1,5
7892392,3,337
5270955,8,146
5795252,15,10
4484534,7,1328
1338808,9,214
8940984,6,369
5795261,20,397
290238,2,14
11038144,1,5
7368138,3,407
7368142,3,45
7106009,1,343
3173851,2,79
4484590,0,4250
4484591,0,402
4484592,0,1004
4484594,0,40
290297,11,203
290298,15,3202
290299,29,2119
4484603,2,106
290305,14,74
290308,57,7513
290310,1,31
1076748,11,33
7106063,6,241
4484625,3,496
5795358,0,782
5271072,5,91
5533226,5,281
6319672,3,5
6057538,1,293
5271117,1,6595
4484686,0,8
1076827,3,194
8154722,1,304
4484722,9,18
290421,4,551
1339001,2,608
290434,6,212
8154760,3,316
4484747,5,66
7368332,8,730
3174031,1,38
6057628,0,287
5009055,1,1173
9989822,4,70
4484799,2,43
4222660,0,64
4484804,3,134
290503,5,66774
290505,3,7347
4222673,2,3623
290528,3,55
290530,9,1249
4746980,0,1
4484845,0,86
4484853,4,52
7630586,7,2640
290562,4,2713
5795588,1,292
4484871,5,647
7892744,1,158
552715,20,8134
1601306,19,272
266169,7,3292
552736,4,1152
5009192,1,1206
552744,8,1182
1339183,4,64
5009200,20,982
5009202,14,1201
5009202,14,1201
290619,0,22559
2387771,10,1444
7630654,1,25
1077056,4,5
290626,8,3258
4484937,5,12517
7368528,2,410
7892832,6,24
4484963,10,686
5009262,3,1225
552823,2,124
5795713,4,1975
290689,0,886
8679304,0,0
290697,3,6099
8679306,0,1
8679308,0,0
2650001,8,43
3698581,8,31018
9990044,0,6
5680,3,536
1339318,6,10
2650041,0,64
1077196,6,124
9203662,4,11359
5795796,1,156
290773,12,31
7106527,4,22
552931,4,609
290798,0,7529
5795827,3,9
1601532,26,500
2125821,3,36
5795841,1,1782
5795845,1,60
7368710,0,4
290828,2,3977
5795852,5,150
290830,1,880
290831,2,67
552975,8,676
9728016,0,191
9728018,0,160
1601551,1,127
6844431,2,171
9728020,8,152
9728022,0,43
9728024,0,208
9728026,0,302
9728028,0,1568
9728030,2,3544
1601569,3,898
290854,0,136
290856,0,25
553004,35,8496
6320176,2,1116
5795892,4,3454
5271606,1,6
290870,12,829
7893062,3,362
290890,46,16863
5795915,2,48020
2912331,0,1010
290893,13,2649
11038800,1,418
553045,3,9043
290908,3,362
1601632,12,254
290912,0,118
3436641,10,83
1601639,0,134
5271660,10,1118
7368814,14,1684
6058100,1,146
290939,16,767
290943,32,16467
290947,1,1406
290948,0,141
1339525,4,513
5533863,7,572
290988,6,12965
2912431,0,234
290994,3,510
291005,0,350
5796034,0,90
5796035,1,392
553156,17,148
5796037,1,120
526770,11,1420
291017,0,24
291018,0,0
5796045,4,336
1601753,7,97
1077469,1,119
1077471,3,30
1077473,16,5744
291047,27,7996
7631080,4,31
1077481,7,138
291048,0,69
291049,0,3
291052,2,8
2126071,1,5
291076,4,22444
7368980,1,103
291100,6,6098
291104,2,1432
291118,10,44609
4747567,14,314
1077556,1,1588
7631156,2,746
1601844,5,4401
553275,51,16505
4223298,0,123
291144,4,709
5796172,3,3035
4485463,0,6
5796184,1,802
1339738,1,10
553309,2,1163
291169,6,313
1077611,30,9023
2388341,13,652
11039102,1,9
4747650,0,7
7631240,3,74905
291211,18,910
1601932,2,304
291220,8,325
553366,5,12
291228,1,137
4747690,6,61
6058414,3,16
291250,3,39
291252,0,43
1077690,2,9
1601982,9,76
11039170,0,1
1339843,10,2921
553414,21,5013
1077715,3,660
1077719,0,174
291288,10,2024
1077727,3,317
3699191,17,8223
5009912,8,2858
553466,8,2161
8679932,0,655
291325,22,16972
553472,5,1847
4747778,21,14855
4223499,8,496
291353,15,95
553502,2,38
553504,2,57
2388521,8,3354
7369278,0,2
291395,3,5
553553,1,481
291410,7,5163
8417888,7,5650
1602166,1,47
291446,26,799
1602176,6,113
5272192,0,2
4485763,2,76
291473,2,15
291478,1,5
9466530,1,268
291491,6,6920
291501,44,5962
11301556,0,0
8417974,2,212
291513,3,193
553658,8,1467
291524,14,10270
815814,3,40
815824,9,167
553702,11,9237
6320890,7,153
291583,3,12657
6058752,0,26
8942338,0,0
553736,9,1855
553737,1,228
291594,3,4261
291592,9,1341
553740,44,32382
291597,0,304
291598,0,141
291599,0,92
291596,1,647
291600,0,67
291602,0,1931
291595,0,99
291604,1,732
291605,0,203
291603,0,237
291601,0,1085
815912,7,1762
815914,2,31
815916,2,80
815917,0,8
815918,1,37
815919,8,637
815920,0,6
815921,3,991
5796655,6,15
3961651,16,422
815923,2,578
1602357,1,16
291652,25,126
553804,7,325
4485983,6,129
4485986,4,617
1078124,0,147
1078125,15,2
1602413,12,452
4748143,1,14
4486000,2,180
1602420,0,153
815997,0,16
815998,0,129
815999,0,5324
5010303,5,18459
816001,0,4398
816002,0,781
4486020,6,20468
7107463,5,202
553864,11,362
291726,5,446
291729,15,3347
1078165,3,2
291741,5,1938
1078178,3,135
291752,43,6188
3961771,4,2097
816045,1,186
4223917,0,15
11039666,1,12
816051,1,33
3961781,1,65
5272502,1,52
2388921,0,0
816061,4,1322
5272513,6,7
5272514,9,82
2651081,1,43
816081,3,803
11301842,1,10
5796819,4,1573
816084,57,66
816085,10,335
816095,2,52
1078242,6,878
1340390,6,2151
1340391,0,2
291816,9,125
4486124,1,231
291825,5,357
7894004,2,9
291829,2,9850
291834,21,75741
291839,4,12966
291843,24,348439
5272590,3,30
9729060,5,99
5272613,1,16
9204776,11,30
291881,2,560
11301940,0,0
291907,0,20
5796949,0,2138
6059094,3,588
3437661,3,98
1340525,4,268
1340527,8,5687
1340545,8,455
291971,12,18145
1602700,427,198
1602701,436,218
291985,18,775
5272722,6,98
292001,0,219
1340578,0,9
1340579,0,17
1340580,0,3
1340581,0,2
1340582,0,1
1340577,0,4
4748467,3,221
292027,14,146
5010625,5,489
292068,27,318
292074,32,585
292081,34,15599
816375,5,416
3437821,34,8
1602820,7,125
4748555,8,4
816400,28,894
5534999,1,816
5797143,1,195
5797149,7,675
1602862,0,25
5797172,2,138
5797173,8,330
292151,30,3352
292153,12,14659
292158,8,898
292160,12,60
292162,12,2185
5272898,1,41
816452,10,45
816453,10,563
292166,10,206
292167,7,37558
1340740,6,76
2389321,1,47
5797196,4,4084
10253654,1,90
5797206,1,7
292185,20,1598215
292188,0,618
292194,0,2
1602920,42,896
5797226,1,0
816494,8,4871
5797234,1,307
7894386,10,35848
292217,17,583035
816506,4,120
292220,4,131
4748676,3,3
292229,10,1341
292232,18,4869
292233,28,34029
4486540,0,6696
2127251,3,856
292257,18,999
292263,39,378247
5797288,5,246
554407,10,1005
1340847,0,422
292275,19,3299
292277,44,979
10253756,1,71
4224446,17,33222
554431,30,4575
292288,20,15566
292291,20,24707
292293,5,673
5273031,13,449
292296,13,5949
4224461,6,56
6059480,25,13
1078764,2,34
2127341,2,365
10515953,1,46
1078776,10,136
6321680,3,20
1078812,20,433937
1078815,4,216
1078819,13,927
5273123,1,54
4486694,68,307
1078825,17,565
5535281,207,56
4486712,13,1478
4486714,8,1005
8943164,5,35
4486717,2,29
1340993,1,168
816712,3,402
1078865,2,3345
1078866,0,150
816724,26,51987
4748889,4,259
1341019,4,700
6321756,0,20
6321758,0,2
6321760,0,87
4486754,3,137
6321764,0,0
6321766,0,1
292455,12,33890
554599,6,65
3176041,6,17
554605,20,20511
4748914,2,326
292467,8,551
1603192,0,518
292473,19,19000
816762,13,2790
4486780,1,21
554624,5,477
554626,17,1427
292482,2,334
7894662,16,29
292495,1,36
292500,9,11642
292506,3,3072
292507,2,55080
292511,13,785
816817,3,234
1341107,5,97
292535,2,166
554688,1,40
1603273,12,9
10254028,1,24
1603278,1,237
1603286,3,957
292568,19,681
6321892,1,72
1079012,8,2834
554727,9,3279
816875,0,5
7894766,6,28191
292594,9,688
292596,5,123
292597,1,480
1341177,0,28
554746,36,11416
292604,1,72
5535488,1,2
292620,1,25
5535500,57,78
292622,34,14732
1079060,11,435
4486939,1,25
1603358,145,73
4486945,18,544
1603369,6,796
816955,5,0
292668,2,163
554812,10,2683
1341245,7,259
4486975,16,1722
4486972,24,5502
292667,5,87
1341251,0,120
292676,0,125
5535558,2,201
6846287,5,958
554832,5,10031
5535575,4,11
9992036,3,44
817000,4,304
817001,1,1082
5273458,1,315
5011315,1,435
4487030,4,376
554890,0,8
817042,11,728
554901,5,11
4487072,0,444
4487073,3,669
1341345,0,510
8943526,1,153
5273511,0,4
6584235,10,238
4487090,1,1202
4224946,0,106
1079222,5,530
1341368,0,1
1341370,0,2
292799,14,4500
4224967,9,796
817097,41,1630
1603541,0,513
292822,1,232
292823,7,299
5273563,4,283
7370718,0,50
5535719,2,171
5273575,6,357
554987,8,42799
554993,4,168
5273589,2,263
9467902,2,280
817152,5,35
11040772,4,7
1603592,35,10
292877,29,426
7632910,1,1678
555022,4,187
817170,2,38
817174,6,4707
555030,13,1645
5797919,4,212
6112,2,1762
292908,12,411
555052,15,4093
2127921,12,1335
11302970,1,0
555072,9,2198
7632962,1,169
292931,8,1976
5535819,1,22
1079372,1,62
555091,8,4665
555103,3,419
1603680,0,68
1603681,2,3
5797989,0,6
6060138,9,485
4487289,1,885
4487293,1,295
1603709,0,668
4225154,0,868
5798022,14,104
555144,5,1300
1341580,2,0
5273741,1,38
3700881,20,141
5273747,13,118
8419478,1,3
10516635,4,284
555166,12,6631
4487330,3,1390
4749475,3,9
3700901,9,201
4749479,0,121
293032,0,13
4749481,0,49
4749480,0,182
6140,5,662
5798064,7,897
293053,0,1534
4225217,1,169
10516679,3,23
555208,12,39158
4487369,17,677
1603791,1,186
6846675,6,2
555226,2,1747
555229,3,3727
293092,1,169
9205994,1,198
9992430,56,708
7370992,6,36
1079539,5,60
293109,1,137
293114,5,52
5273859,1,147
817413,6,96
293132,54,3163
4487438,16,371
4487444,13,1198
8157462,1,109
1079579,7,11
293177,16,1002
10254650,5,0
10254652,5,0
4225342,7,700
7371074,5,22896
6322500,4,144
1603909,0,816
817480,3,587
6846811,0,93
1603934,2,22
5273954,0,0
555363,1,20
293227,3,152
11303282,1,4
5011836,11,13513
1603968,1,155
1079681,2,115
5273986,1,2
1603969,4,6230
1603974,3,367
1603979,2,321
293261,13,2876
555416,15,14
3439001,2,1
4225432,12,260
293277,21,31026
6188,6,244
555426,5,74
555427,4,853
1079721,3,148
1079722,5,271
1604013,2,434
4749741,4,231
1604018,20,14179
1079743,9,550
817614,5,396
1341905,0,165
7895512,1,411
1341917,29,41
4487653,0,140
9468390,1,1013
5798380,1,14
555508,4,232
293378,26,816679
293380,0,417
4225541,4,128
4749842,11,12
293409,1,19
1604134,6,2244
4749869,3,2956
293430,7,110
293438,2,620
6322752,3,89
555589,6,1685
817739,16,13701
817740,12,152
293456,0,3810
1604179,8,3954
4225625,6,161
10254938,1,40
6060640,8,752
9992818,5,76
5798515,1,64
293492,9,7333
5798516,20,40
1342084,10,7281
1604237,1,4
817805,1,1
1342095,0,9
5012110,1,242
1079954,3,203
1342103,1,7
7371416,1,1895
7633564,35,46
7633570,496,1132
6060708,3,881
293540,3,52
6060712,0,61
8944302,4,769
11303602,1,2
4225717,0,134
817849,25,15495
817853,1,18
293569,0,32
293574,14,632
293585,45,5231626
1080021,2,13
555734,6,520
1080023,11,81
5012181,4,59
1604314,12,247
817885,2,107
1604329,1,71
7109365,9,284
555768,24,648
2652921,5,103086
7371516,0,4
293631,3,389
817920,12,551
6847235,1,321
7371532,0,134
1604365,1,5
555789,8,112
1604371,0,87
1342235,0,1
6847265,2,780
8944420,41,202
555816,17,147357
5536564,14,206069
5798710,24,128416
817985,7,17901
5798735,4,732
4225890,1,8
4750190,2,14
818036,4,952
293762,20,4563
7109507,1,4
293764,82,12358
2653061,10,3426
818054,6,5894
293767,18,119730
6323080,13,227
555911,6,249
1604490,3,262
1604491,0,22
293771,5,2673
818068,4,2052
6847383,2,5
818071,16,4058
6847385,0,183
293784,11,166
6847387,0,155
6847389,0,9
6847391,0,82
6847393,0,92
818083,3,1735
6847395,0,4
6060966,2,89
4488104,1,2
3701681,73,695
293810,21,2925
5536697,1,34
8944572,1,178
555970,9,2323
555978,1,2039
1080266,3,11
818124,2,13
293836,6,134
555990,3,1316
1604572,1,166
818141,8,1332
818149,1,4798
5536753,1,0
5798901,1,31
1604616,20,2
818186,1,12
1080338,22,2003
556052,0,82
293908,6,126
293928,17,541
293944,1,247
7633982,0,2
293951,19,3388
9206848,0,1
1604686,3,340
5012560,2,74
818257,3,573
3701841,7,871
556120,6,801
1342560,17,349
293986,3,1577
5274723,5,1358
8944742,2,39
293991,16,547
8682616,2,615
556169,2,503
10517643,1,0
11304076,1,4
10517645,13,343
556172,161,2715
556175,32,5226
294037,23,620
294044,10,193
8682656,5,541
556194,3,177
3439781,1,20
294061,21,173
9206970,16,1497
5274812,1,11
818379,2,127
556235,7,241
5536975,3,79
294100,0,33
818389,10,2299
294104,0,77
294111,0,0
9207010,0,26
11304166,1,0
9207014,0,2144
2129131,0,47
1342702,0,99
294129,23,1944
294130,13,836
1604853,0,228
5537018,0,2
294140,17,132
5537022,0,16
8944894,6,2628
818432,8,1729
1604868,2,133839
294151,0,64
4488458,4,31175
294155,3,92
1604890,0,135
1604891,0,173
1604892,0,219
1604893,0,38
294183,5,1985
294189,39,2
8420656,2,92
294192,2,49
294198,1,47
818486,10,18428
7109943,1,1136
7109947,4,534
294204,15,2939
294217,1,609
5012817,135,187
8944978,1,28
7109969,0,217
1080658,4,6
556374,4,1550
6585687,5,12
1604956,12,26616
9469288,0,53
556392,2,818
5537133,8,2085
556400,3,374
294258,1,147
556417,0,1598
8158596,0,476
7372168,4,240
294285,19,1110
2653591,6,78
1605022,16,1583
5275052,3,294
294322,1,16
556476,1,285
9207230,8,64
4488641,3,295
5537222,7,206
294359,16,67751
294360,6,726
818653,1,1386
7634398,1,80
294368,0,3467
5275108,10,3187
294379,7,2256
294388,0,24
294390,1,154
294394,0,11490
8420862,500,435
1605125,0,491
294406,6,0
2129421,7,9601
10518033,2,32
8158738,1,112
294425,0,4
8945184,1,64
294460,6,2675
1080898,1,37
294486,7,515
8945258,6,220
9207404,3,334
6061680,5,957
294521,1,1024
294522,5,197
5013120,9,1465
1605251,7,511
294532,13,712
8683142,3,6
294538,40,1206
5537419,3,724
7110283,3,743
7896730,5,529
7896732,10,854
1605283,1,4
5013162,7,140
1605301,0,16
4488891,8,4461
1605313,3,89
1343187,0,359
9731810,0,29
294631,14,539563
8158952,6,0
1343210,0,14
294642,5,6363
294644,20,1680
9993974,5,240
4751095,4,8
9993984,0,361
6848261,9,33
294663,14,102
5275401,160,595
6848271,101,170
1081109,25,93
294680,39,2024
5799705,6,40
6848293,28,9
4226863,0,1
294713,20,1351
294716,10,386
4751177,3,27
4226892,29,23167
1081164,7,238
7896908,0,50
7896910,0,19
7896912,0,41
7896914,0,6
6848339,5,4882
7896916,0,10
7896918,0,31
7110491,0,3390
294752,17,2392
4751208,2,106
5013364,7,11204
5537659,2,91
5799810,8,832
5013385,18,84
1343376,1,10
5799826,13,13640
7372714,0,39
819116,4,4774
6848441,15,7224
4227001,7,343
294843,7,15
1605570,6,278
1343435,4,9
4751307,5,64
9469906,2,22
294867,15,2406
5799896,2,466
1081306,6,4
5537762,4,101
6848485,5,28
294896,5,882
6324212,2,331
1343479,1,98
1081341,2,75
294912,14,22885
294913,0,660
8683536,1,544
1343518,138,1332
4227102,0,96
557086,10,22
294947,6,2466
1343533,1,193
9207864,1,7
294969,17,18197
1343545,1,4
4227131,1,40
1081401,5,114
5800023,4,1917
7110743,3,332
557151,5,63
5800034,9,1762
1343588,2,151
6586469,9,38
1343594,0,1
4751468,1,5645
557166,2,6
1605746,206,125
6848629,1,94
1343607,8,331
295041,2,296
6848645,5,55
1343630,9,46
5800081,1,38
1343634,1,2
1081500,27,3161
3702941,3,372
4489374,1,11
6062240,86,117
5275810,9,485
6062248,2,155
1048612,13,1
5013689,4,30
1343675,1,130
295101,1,1340
4751551,4,257
4751556,4,135
295135,25,1870
557281,3,0
295138,0,2089
295142,5,216
5538029,2,20
5800177,2,37
5013749,1,9
7897342,2,3
295199,6,1732
295202,3,1897
11043116,2,140
5013804,4,782
295224,8,1931
4751675,0,31
295244,27,1045
5538126,0,62
1343829,1,145
5538146,0,4
1605988,0,2
295274,18,900
1605997,0,0
557430,11,169
5800320,18,6
557447,9,2074
5800335,9,400
9732498,25,7
295321,10,264
295329,0,34
557479,13,1206
9732524,6,148
1343918,18,152
295342,18,137
4751795,2,92
557496,27,2347
295355,19,1391
295357,24,2525
4227533,0,295
5800399,1,3
5538256,1,29
557521,1,2
7897556,1,379
7897558,1,61
557527,5,96
7897560,4,39
5538263,6,425
819684,1,320
819691,3,3157
295406,13,552
4489713,18,127
295413,0,68874
10519031,1,54
819707,2,105
6062592,9,324
4489731,4,85
4489739,5,564
4227597,5,87
1344019,0,22
295452,5,6864
5800479,0,15
819748,3,62
295465,9,323
5800493,0,1
4489776,2,88
7897650,8,35
295476,4,4854
5800501,2,3
5800509,13,174
557632,1,180
557635,0,41
557637,1,28
819783,2,8
11043410,0,503
295507,14,8299
8421974,2,68
819811,8,7755
8946276,0,0
1081962,5,12396
1606252,10,2480
9470574,2,4
557679,5,320
5800561,1,22
5800562,1,336
819827,20,3282
819837,2,392
295562,11,1777
295563,9,1503
1606292,13,90
819869,2,742
1606315,17,291250
11043520,1,0
1082054,0,14
819912,3,7
1082056,0,81
1082057,4,75
557777,1,21
819922,1,25
819923,6,2
1082068,0,184
1082071,0,60
819930,1,63
1082075,9,797
1606365,4,1185
819934,1,459
2654951,1,99
3965671,2,73
1344250,0,0
819964,12,41
5276418,8,104
1344272,0,10
8684310,0,1
8684312,0,5
8684314,0,2
8684316,0,0
295715,10,856
1344301,2,21
1344305,8,116
11043636,2,193
820024,2,9
295740,10,1390
295742,8,5365
5538645,2,10
820055,15,5623
295770,6,86126
7373662,21,63
5800799,1,59
1082221,8,165
557939,7,24
8684408,4,8563
1606525,1,12084
1344388,0,166
295821,7,158832
295822,27,342534
4490127,1,662
295824,6,19321
5800849,2,1
9228952,0,54
820126,2,1174
4490150,48,1058
1606579,0,89
558031,75,2153
558034,3,3630
295901,0,1
295906,3,207
558053,21,77
558055,2,511
7898090,0,39
4490219,22,10
1606646,0,913
558073,12,1623
5538814,1,754
295935,41,18304
1048780,10,1025
5538825,9,448
820245,6,137
1082401,7,412
1344549,6,5
5276710,3,107
295979,6,66
9471026,1,251
558146,14,5112
5276754,9,467
7898194,10,1351
820314,311,139
7898204,2,418
558175,3,126
820322,23,490
296034,0,109
1082469,6,270
1606758,3,70
1606759,31,12018
1606760,10,10723
5276778,0,22
4752493,30,15
5276782,5,781
3966071,1,2287
5276798,7,2926
558208,0,11
1082502,28,375
558215,13,783
1344656,63,112
5276817,4,33757
1344660,17,3776
1606805,0,262
1606807,7,44
5276824,1,115
7898270,2,0
296098,0,30
5538981,1,16
9209016,0,97
558265,3,93
558274,0,50461
558275,13,765
1606859,3,271
9209036,7,22
558283,21,23420
5276875,8,16
296143,6,135
4228313,4,1067
1606874,3,1614
558302,0,2
296169,4,21772
296170,29,19428
1606898,3,176
1606908,6,4287
9209090,1,246
296203,1,451
820492,5,93
1082635,1,8
7898386,4,7
4752665,1,214
9209120,0,1
296229,3,174
7374122,12,2099
296240,17,569
296243,3,41
296256,12,119
6849861,1,0
296270,27,43
8684902,1,22
1344871,8,3099
296305,3,9
1344893,11,15165
10519937,8,701
5277073,0,1
1082771,5,2277
5801364,14,2375
10782104,1,185
5014942,1,258
6849961,4,232
5014953,11,21038
1048864,14,1177
1048865,5,70
7374256,7,347
1344960,1,89
1082817,2,26
1344965,2,189
296395,34,322
7898578,9,781
1344986,0,16
1344992,1,90
1082858,3,24
1869291,10,909
1082861,1,2
5801455,1,1
4228615,25,26
7112215,16,9092
1048886,0,33
1082905,17,312
296478,11,14
1048888,5,42
1607202,0,69
4228647,6,17
1345064,3,192
1607214,37,130988
11044400,1,8
1345080,1,4
296505,6,7318
5801538,9,4092
296520,4,120270
10782288,1,3
5277273,0,1
6063724,7,108
1607278,1,22
296564,16,35816
4490875,14,393108
1083008,14,1279
296577,8,18
5277316,10,709
1345158,5,16
1607320,19,3890
296604,28,18397
6588061,3,998
7636636,2,318
296607,1,2163
5539489,3,1269
5277358,53,1100
5539505,21,77
4490934,15,5766
296633,4,2199
5539536,7,475
7112405,0,48
820953,9,634
1345246,5,1176
296685,2,150
5801710,0,97
5801711,0,133
4491000,9,768
4228856,0,25
5015295,1,2
8685312,5,4540
1083151,6,22
296721,5,6980
296724,18,9365
1345307,3,14847
11306794,2,3
4491052,4,88
296752,6,376
296755,5,1002
296760,4,1370
296761,1,139
7112513,7,152
5277507,10,873
2131781,9,16
821066,35,31769
821068,10,98774
267402,13,236
9996122,0,0
1345374,5,21
5015395,2,0
5015397,6,61
4753253,6,3
821109,10,29285
6063994,0,3
6064000,491,119
296841,11,229915
8161168,1,151
296861,10,185268
7636896,1,118
296868,34,67
10258344,0,10
4491177,5,1578
5539767,1,6432
296894,0,17
821184,2,133
296903,2,2455
296911,6,1849
296915,7,122
1083349,5,1305
1607647,5,380
1345514,20,71
788463,15,62
559098,4,689
1048982,4,6564
821276,2,80
296993,7,507
1607717,7,1352
297007,5,286
9472058,0,3417
4753472,1,289
4753473,4,831
297030,4,364
5015623,116,127
559177,9,793
297034,28,1068
297053,25,461
821345,0,17
559213,2,892
7374964,6,791
6850679,1,757
1083515,8,194
559229,14,3234
821389,5,0
4491419,6,2125
5540008,4,5089
7899310,1,67
297138,7,1370
1083571,15,504
1083572,0,37
297155,12,23082
5540036,7,6
10520777,4,9138
10520785,1,17
9210076,6,440
821468,27,291
11045098,1,6268
8947948,1,0
7637234,1,128
1345807,2,58
821528,17,290
821544,3,103
10258728,3,240
297274,0,8
297276,16,17283
8685890,27,4610
6064452,7,174
1345863,5,2077
5015890,1,9
821587,18,7559
5540188,1,189
1608029,11,3517
821601,7,616
1083747,1,221
9734500,0,5
297323,19,763
9734516,32,7
297341,10,785
297347,11,2204
5540236,7,845
1345935,5,80
297371,17,3757
6850977,0,2
10258850,1,9
5802408,3,90
297387,7,538
7637436,10,52762
4753855,6,10511
297408,4,2916
5540308,2,114
1608152,2,78
4491741,10,568
1083869,8,60
297440,21,34841
297448,9,5024
297451,3,54
559599,4,104
9210354,0,34
297461,2,45
4753917,3,366
1083903,3,23
297488,7,1576
7637528,0,123
6064666,0,45
2132521,14,5519
297518,3,169
559666,13,337
297527,22,4293
297531,9,24
297535,41,18854
1346112,4,1920
1346116,12,124211
297540,20,6505
1608266,2,753
297546,25,52
5278287,4,1969
297554,7,34
1608277,8,43
4754007,3,1414
1346136,6,369
297562,2,24
3967581,3,24
2656861,1,22
297565,1,5045
4491873,3,324
2656891,0,320
297596,4,1193
4754043,3,495
297599,6,547
6064770,9,133
297602,0,17
297605,0,2
559754,18,4821
5540494,1,14
297619,3,1410
1049115,7,363
297629,4,26
1608352,10,331
10259122,2,3267
5540531,7,215
8686270,1,410
1346240,2,16
1608386,2,214
297667,1,639
1346247,22,9352
4491986,2,449
5540572,4,878
1346283,2,812
297707,64,11774
559858,0,588
559859,8,86549
7113463,6,578
297738,10,4485
5016335,7,497
5016337,1,12
7113491,86,448
1346327,5,1015
1346341,10,205
4492069,0,25
1346347,8,263
1346348,7,373
8686380,3,358
297779,6,840
559925,1,335
1346358,2,2
4492087,17,505444
10259260,3,160
1346368,0,53
3181381,2,560
297806,164,1428
7899998,0,2
297822,3,15
297825,12,1103
5540706,2,42
559973,0,1466
1346406,11,1329
559975,0,21
297856,12,310
297857,5,1183
5802885,11,14
4492171,12,50
1084300,3,69
5540750,0,7
560015,7,69588
1346455,5,1955
297888,4,1531
560042,2,128
11307948,3,225
10259380,0,2
297915,1,75
297916,0,14
297917,0,341
3967931,4,47
6065090,6,6776
6065094,1,125
297926,0,85
297937,0,80
297940,0,83
297941,0,103
297942,0,35
297943,0,165
297944,0,20
297945,0,307
297947,12,837
5540830,0,899
297951,25,238
297956,29,197
5802984,19,24
1608681,30,134
